,batch_id,datetime,pressure_hobo
17762,1327,2020-05-17 07:00:00,622.58
17763,1327,2020-05-17 07:15:00,622.65
17764,1327,2020-05-17 07:30:00,622.58
17765,1327,2020-05-17 07:45:00,622.74
17766,1327,2020-05-17 08:00:00,622.83
17767,1327,2020-05-17 08:15:00,622.75
17768,1327,2020-05-17 08:30:00,622.84
17769,1327,2020-05-17 08:45:00,622.78
17770,1327,2020-05-17 09:00:00,622.74
17771,1327,2020-05-17 09:15:00,622.75
17772,1327,2020-05-17 09:30:00,622.83
17773,1327,2020-05-17 09:45:00,622.63
17774,1327,2020-05-17 10:00:00,622.7
17775,1327,2020-05-17 10:15:00,622.3
17776,1327,2020-05-17 10:30:00,622.26
17777,1327,2020-05-17 10:45:00,622.28
17778,1327,2020-05-17 11:00:00,622.15
17779,1327,2020-05-17 11:15:00,622.09
17780,1327,2020-05-17 11:30:00,622.01
17781,1327,2020-05-17 11:45:00,621.96
17782,1327,2020-05-17 12:00:00,621.82
17783,1327,2020-05-17 12:15:00,621.64
17784,1327,2020-05-17 12:30:00,621.45
17785,1327,2020-05-17 12:45:00,621.53
17786,1327,2020-05-17 13:00:00,621.61
17787,1327,2020-05-17 13:15:00,621.32
17788,1327,2020-05-17 13:30:00,621.28
17789,1327,2020-05-17 13:45:00,621.22
17790,1327,2020-05-17 14:00:00,620.98
17791,1327,2020-05-17 14:15:00,620.89
17792,1327,2020-05-17 14:30:00,621.02
17793,1327,2020-05-17 14:45:00,620.72
17794,1327,2020-05-17 15:00:00,620.86
17795,1327,2020-05-17 15:15:00,620.65
17796,1327,2020-05-17 15:30:00,620.5
17797,1327,2020-05-17 15:45:00,620.49
17798,1327,2020-05-17 16:00:00,620.54
17799,1327,2020-05-17 16:15:00,620.42
17800,1327,2020-05-17 16:30:00,620.23
17801,1327,2020-05-17 16:45:00,620.15
17802,1327,2020-05-17 17:00:00,620.23
17803,1327,2020-05-17 17:15:00,620.08
17804,1327,2020-05-17 17:30:00,619.87
17805,1327,2020-05-17 17:45:00,619.92
17806,1327,2020-05-17 18:00:00,619.98
17807,1327,2020-05-17 18:15:00,619.81
17808,1327,2020-05-17 18:30:00,619.66
17809,1327,2020-05-17 18:45:00,619.78
17810,1327,2020-05-17 19:00:00,619.62
17811,1327,2020-05-17 19:15:00,619.81
17812,1327,2020-05-17 19:30:00,619.89
17813,1327,2020-05-17 19:45:00,620.01
17814,1327,2020-05-17 20:00:00,620.08
17815,1327,2020-05-17 20:15:00,619.94
17816,1327,2020-05-17 20:30:00,620.14
17817,1327,2020-05-17 20:45:00,620.14
17818,1327,2020-05-17 21:00:00,620.33
17819,1327,2020-05-17 21:15:00,620.19
17820,1327,2020-05-17 21:30:00,620.4
17821,1327,2020-05-17 21:45:00,620.54
17822,1327,2020-05-17 22:00:00,620.54
17823,1327,2020-05-17 22:15:00,620.59
17824,1327,2020-05-17 22:30:00,620.74
